#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2019-04-17-11-47-05
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1313583870.684872	C7Rzdf2N6U2EIC3ZVc	60.190.223.75	2012	147.32.84.165	1048	bad_TCP_checksum	-	F	bro
1313584689.336465	C8L6Ge4vXA9xBvK5Vd	147.32.84.165	2202	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584690.197113	CuDN1QJPm8JDnY14f	147.32.84.165	2206	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584691.461762	CQnafK2yJhIxweIGdb	147.32.84.165	2213	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584691.461762	CzPySU3NDEG1enPOgl	147.32.84.165	2215	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584695.442325	CKSuN84mU6q8eB3mXb	147.32.84.165	2221	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584695.442325	CU2yss3GyvFKitBGIk	147.32.84.165	2222	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584704.618043	ClxZTs3TV6zl904XAi	147.32.84.165	2239	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584704.618043	CgMjRL1OcFbOXetrnf	147.32.84.165	2240	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584704.618043	CAw13F3rCDSmUOsXm2	147.32.84.165	2241	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584704.618043	CaFYoIcfxxa7dMxl7	147.32.84.165	2242	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584704.798840	CiH3WX36ZNveeEoJP1	147.32.84.165	2244	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584705.627710	ChDCQA3SLcihYqd2b3	147.32.84.165	2248	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584706.010549	CZEtyq3p7LeZlJdZ3g	147.32.84.165	2249	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584706.010549	Cq4G892nxESLA6ClOj	147.32.84.165	2250	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584706.384766	CbxQUd23kgKpTwOigg	147.32.84.165	2253	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584706.384766	C0NFskFtkHnmgOv2b	147.32.84.165	2254	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584720.242774	CZHHeW1A8ZlUElso9c	147.32.84.165	2284	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584720.242774	CoPXX1fHFKPQ0GXWi	147.32.84.165	2285	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584721.389807	Ces31Z2c3mqlpuxeA3	147.32.84.165	2292	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584721.389807	CdZNzV13VGY6gxSMGl	147.32.84.165	2293	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584721.389807	CeYHPqYsKQ60AMt51	147.32.84.165	2296	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584721.506436	C9cq7ZLhCcb1N3kTa	147.32.84.165	2299	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584721.838186	CNlT3V3XmbHLlXFlwk	147.32.84.165	2300	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584722.479434	C4Uear3Q2Fqfc5WY2d	147.32.84.165	2302	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584723.737833	CCy2TK1vSkOXI7Bya2	147.32.84.165	2306	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584723.737833	CjuqYX350ritqyXY98	147.32.84.165	2307	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584735.361667	CPaI8y1PKafJpW7xVb	147.32.84.165	2332	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584735.361667	C6S9fe4UoODxRCRxzc	147.32.84.165	2333	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584740.509660	CouNpM2dF20PsDoUV7	147.32.84.165	2344	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584740.509660	CLM0Q44CMAytwh8FDa	147.32.84.165	2345	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584750.568032	CNPZLX3JYh9BqYxyq	147.32.84.165	2359	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584750.568032	CRTyb11HlezYCa0l5k	147.32.84.165	2360	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584750.884342	CNd5va1YL1D5SaMFt5	147.32.84.165	2364	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584750.884342	CW4lBW17Dh40Rhcha2	147.32.84.165	2365	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584750.884342	CCOeFW2Xr4nsECv1P3	147.32.84.165	2366	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584751.284629	CnSrYE32O40tL5A8Pj	147.32.84.165	2369	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584751.316172	Cu54Nv20j0UcUvMsL2	147.32.84.165	2370	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584752.527014	CQvrOe3b2iRuvxyntj	147.32.84.165	2373	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584762.653345	CQlrLzs8Y2GkBcmCe	147.32.84.165	137	147.32.84.171	137	dns_unmatched_reply	-	F	bro
1313584765.510426	CtxWH2ID3foeu9Aea	147.32.84.165	2396	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584765.510426	CXWACJgRa8s0ZNHS8	147.32.84.165	2398	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584765.906094	CIqwgzaVJ4F89yXjc	147.32.84.165	2401	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584765.906094	CWgW403uW0jsQM4Dm9	147.32.84.165	2402	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584767.151681	CELZ2h3tTgoPWDf0za	147.32.84.165	2405	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584767.151681	CITjoz4CHQLYkF9Y5	147.32.84.165	2406	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584767.469926	CyvB0SFRFoREywbOg	147.32.84.165	2410	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584767.615121	CbwUaC4vLqKgkoIy46	147.32.84.165	2411	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584768.549753	CoH1p4uIfIbco037b	147.32.84.165	2413	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584768.549753	C2Eeae156Z6N7HHngj	147.32.84.165	2414	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584772.789251	CPDXtv5mxwOdGBdq6	147.32.84.165	137	147.32.84.255	137	dns_unmatched_msg	-	F	bro
1313584772.789251	CQlrLzs8Y2GkBcmCe	147.32.84.165	137	147.32.84.171	137	dns_unmatched_msg	-	F	bro
1313584780.267304	CfOJyV3M7NKjQsTNUe	147.32.84.165	2433	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584780.267304	CLONev2VvV1NYKbP35	147.32.84.165	2434	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584782.079477	CUgsLC2aNQgMjvoGel	147.32.84.165	2442	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584782.079477	COIhYo29s2vtUraTXe	147.32.84.165	2444	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584785.474307	CrD7lW2ihfDBLwAf28	147.32.84.165	2459	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584786.526405	C1TylO2EGL8CRP8y3f	147.32.84.165	2461	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584795.520070	C1KV7f1QOVgu0yqNj2	147.32.84.165	2475	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584795.520070	CvIlmY1VoQIri1XiOk	147.32.84.165	2477	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584795.720197	CvFX2E3UTrBD10naP6	147.32.84.165	2478	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584797.642544	CwGgRO9hQ92Kxn5R3	147.32.84.165	2483	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584797.642544	CQMfdidlZwmcsQe15	147.32.84.165	2486	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584797.642544	CR3b7nfTb843p7fTj	147.32.84.165	2487	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584797.642544	COJojy4qDDdvrMfI2b	147.32.84.165	2489	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584797.752104	CJdeNB4MjPFTPuzNVg	147.32.84.165	2490	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584801.117269	CugDpMNqvQUzm83ca	147.32.84.165	2498	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584801.599479	Czcqp33ND88zmyyGvk	147.32.84.165	2499	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584801.599479	CgBIVuV06EmFcVB2k	147.32.84.165	2500	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584801.599479	CvJXO545fsQhTg7Ep9	147.32.84.165	2503	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584810.250733	CxQ1PcfIhWfzynhOh	147.32.84.165	2418	212.117.171.138	65500	unknown_dce_rpc_auth_type_100	-	F	bro
1313584810.951110	CkSIEu16P9mzK0CUCc	147.32.84.165	2517	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584810.951110	CgWUvf2mDkOdxYPld	147.32.84.165	2519	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584810.951110	CTlNlu3Z8qgjSTD9T2	147.32.84.165	2520	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584810.951110	CVU8r72nHsO6G67074	147.32.84.165	2522	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584810.951110	C6OzUe4sSavPQa36Xi	147.32.84.165	2523	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584810.951110	CAfVky3nvKR0u6JMv2	147.32.84.165	2524	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584812.158173	CtOh7w2T7WHgPzFLoj	147.32.84.165	2531	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584812.158173	C6ukC21EcBqu25tbxi	147.32.84.165	2532	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584813.955279	CSSVzp324NTQrCtyk4	147.32.84.165	2537	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584813.955279	C5HERj1NDCf0BEAygd	147.32.84.165	2538	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584825.321594	CAZCsz9heJkLcBH7k	147.32.84.165	2556	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584825.321594	CtL8zU1RiKGr1Zn4P1	147.32.84.165	2557	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584826.644246	Ckcqe91idNtmzIUq58	147.32.84.165	2562	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584826.644246	CLbrTvHCEQS1r2Whg	147.32.84.165	2563	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584842.116154	C7TTMMdsdUC4a8tk2	147.32.84.165	2595	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584842.546200	CauGMF4Wtx3D3K2gne	147.32.84.165	2598	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584842.546200	CMQ7tN3h1DtLWjiyei	147.32.84.165	2599	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584842.617094	CJ864712ClYjyXzmo7	147.32.84.165	2507	212.117.171.138	65500	unknown_dce_rpc_auth_type_168	-	F	bro
1313584842.670872	CZKTbj2Ikn7tWntgFc	147.32.84.165	2601	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584843.188254	CytEl53nxlGUEGWOqg	147.32.84.165	2603	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584843.197788	C2RTx61vxw6YQvP5Na	147.32.84.165	2604	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584843.960481	CJ864712ClYjyXzmo7	147.32.84.165	2507	212.117.171.138	65500	unknown_dce_rpc_auth_type_189	-	F	bro
1313584844.302252	CJ864712ClYjyXzmo7	147.32.84.165	2507	212.117.171.138	65500	unknown_dce_rpc_auth_type_46	-	F	bro
1313584847.163311	CId2ye3FEogqAcUb91	147.32.84.165	2610	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584847.163311	C2bJHk2EtWXBR5pjI9	147.32.84.165	2611	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584848.196790	CrrMTl3fXT7WEXyOr3	147.32.84.191	137	147.32.84.171	137	dns_unmatched_reply	-	F	bro
1313584856.766823	CtUedY3bZhQaw17zUi	147.32.84.165	2627	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584856.766823	Cd6Qja3CQL1cv6U0Pd	147.32.84.165	2628	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584856.766823	Cw2GHx2RBS7bjbR1sc	147.32.84.165	2629	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584856.766823	CuvcCLx3Ru4o3q1qi	147.32.84.165	2630	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584857.868697	C57VuyDdSU9Pw7u6c	147.32.84.165	2634	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584857.868697	CBwjPM3TgX98UkvU3k	147.32.84.165	2635	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584859.070382	Ci5ODoHVbpRiaCw5i	147.32.84.191	137	147.32.84.255	137	dns_unmatched_msg	-	F	bro
1313584859.070382	CrrMTl3fXT7WEXyOr3	147.32.84.191	137	147.32.84.171	137	dns_unmatched_msg	-	F	bro
1313584859.070382	CHUvpBaMZ97c4VYjd	147.32.84.165	2641	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584859.070382	CTsjF31OabhSNkt7ta	147.32.84.165	2642	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584869.423070	C4XsUY1L2NNXO9aqh6	147.32.84.165	2616	212.117.171.138	65500	unknown_dce_rpc_auth_type_199	-	F	bro
1313584870.482024	C4XsUY1L2NNXO9aqh6	147.32.84.165	2616	212.117.171.138	65500	unknown_dce_rpc_auth_type_16	-	F	bro
1313584871.257226	C8H5Gv21Mmt1q010M4	147.32.84.165	2664	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584871.258242	C4sggE4XA5yIluzY61	147.32.84.165	2665	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584871.426514	C2UwJi1KRl0YjjTdg4	147.32.84.165	2668	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584871.428705	C1ItVs3cDo0eUYrVj4	147.32.84.165	2669	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584872.312229	CxHztN1ABXWvZjrTQe	147.32.84.165	2672	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584872.790327	CB2wRz2eoFmz21NZ14	147.32.84.165	2674	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584872.790327	CGax2H2lFP7hhmeJkc	147.32.84.165	2675	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584873.081242	CNh1IO1QRWyFzI0S51	147.32.84.165	2676	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584874.793158	Ciigyk2JEGHIWHaMN	147.32.84.165	2680	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584880.801969	C0lgpG4484Cz76Enyb	147.32.84.165	2660	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584888.371645	Cf1axV2xfVTMEE2Ewg	147.32.84.165	2706	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584888.812711	CyPWSZ3YugBhus45la	147.32.84.165	2707	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584889.136456	CcsRqu4vPp6SmaLOig	147.32.84.165	2710	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584889.136456	CfoZMI3jSak5YI1QN4	147.32.84.165	2711	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584891.878140	CSmEcK2Q6UuDFqzNPh	147.32.84.165	2716	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584891.878140	C9URGd3jB8Zwfr7Nt9	147.32.84.165	2717	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584902.103788	CeU0mH3X7O72nPCOpe	147.32.84.165	2738	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584902.103788	CFqtvU1rPXwURcWAd3	147.32.84.165	2739	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584902.315322	CetRZRrz1GqkgRipe	147.32.84.165	2743	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584902.315322	CMlQqZ3yNfRJyggMuc	147.32.84.165	2744	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584902.315322	CRjsoW2BfI3JyNC4j2	147.32.84.165	2746	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584902.315322	Cj1xr13SIfrVi7dBkc	147.32.84.165	2747	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584910.702299	CyP6QF4FDPG3RHrzPg	147.32.84.165	2755	65.55.196.251	443	window_recision	-	F	bro
1313584910.804386	Cgu8Sn3PWpLgpDRqAh	147.32.84.165	2703	212.117.171.138	65500	unknown_dce_rpc_auth_type_64	-	F	bro
1313584911.428748	Cgu8Sn3PWpLgpDRqAh	147.32.84.165	2703	212.117.171.138	65500	unknown_dce_rpc_auth_type_63	-	F	bro
1313584911.686476	Cgu8Sn3PWpLgpDRqAh	147.32.84.165	2703	212.117.171.138	65500	unknown_dce_rpc_auth_type_220	-	F	bro
1313584911.943032	Cgu8Sn3PWpLgpDRqAh	147.32.84.165	2703	212.117.171.138	65500	unknown_dce_rpc_auth_type_101	-	F	bro
1313584916.673289	C68EHK2c3uZxUuelU1	147.32.84.165	2769	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584916.673289	Cjvyyy4fsUs0XfIUfe	147.32.84.165	2771	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584916.673289	CU1sl62sVSSXECLQS7	147.32.84.165	2772	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584916.673289	C6cPTL33n2cevehip4	147.32.84.165	2773	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584919.176345	CpEDYt2lNi9kPOPMC3	147.32.84.165	2780	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584919.176345	C3vsmM16SZpUKHoHQ6	147.32.84.165	2781	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584919.176345	CvC7hs2okDN1qeZTT5	147.32.84.165	2786	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584919.273310	Cy7J814xU1Stlftxj3	147.32.84.165	2788	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584928.508425	Cyfqs84Tqr5wiMDk32	147.32.84.192	137	147.32.84.171	137	dns_unmatched_reply	-	F	bro
1313584934.198913	CE4uLB1U9OR0mTeJge	147.32.84.165	2815	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584934.198913	C6ro5K2klS5LbnJVO4	147.32.84.165	2816	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584934.198913	C86Tby1vWovR7Mk2Hf	147.32.84.165	2818	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584934.198913	CbspbsmKy1hIeye2h	147.32.84.165	2819	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584937.193363	Cwxqf722Pcd0MpnlAa	147.32.84.165	2825	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584937.276466	ClxGjK2I1O76A6EDy4	147.32.84.165	2826	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584940.198118	Cw9lPC3AAPKTUhL5i5	147.32.84.192	137	147.32.84.255	137	dns_unmatched_msg	-	F	bro
1313584940.198118	Cyfqs84Tqr5wiMDk32	147.32.84.192	137	147.32.84.171	137	dns_unmatched_msg	-	F	bro
1313584946.428670	CkTb6N2HLTGX9MgeMb	147.32.84.165	2840	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584946.428670	C2b2LI106xatJRvcgb	147.32.84.165	2841	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584947.258307	CcS6tm42vV7swMS4I7	147.32.84.165	2845	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584947.258307	CJqCvW2TbaABou9dHg	147.32.84.165	2846	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584947.258307	C4YNjw4ZjUzThaKjll	147.32.84.165	2848	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584947.258307	ClXJgp2z9Y2Dihtd83	147.32.84.165	2849	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584961.577761	CoSyQw1z6FS8vRQDm2	147.32.84.165	2874	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584961.577761	CYrjlC4SLrLvYzQMC4	147.32.84.165	2875	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584961.681810	CF1dB24lVP28lSLSi4	147.32.84.165	2876	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584961.757816	C9FgB22ug1FHjrwDl3	147.32.84.165	2879	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584964.161551	C0ETWidn2xw7kQeFa	147.32.84.165	2884	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584964.161551	CizK5L1GcSZIVuUjed	147.32.84.165	2885	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584964.161551	CQfaWu1dIaNXMs1Ypl	147.32.84.165	2891	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584964.161551	CNk9pJ3W2Mc0ILsha3	147.32.84.165	2892	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584964.361364	C6KREo30deBL6MmR0i	147.32.84.165	2894	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584964.962916	C3KnZe4hhaLavfvb29	147.32.84.165	2896	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584967.469726	C0CWWCawIPbM7uvGi	147.32.84.165	2901	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584967.469726	CeUo4q2bvLuDlrTtU8	147.32.84.165	2902	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584979.784025	C2jBha3exz9yEI554e	147.32.84.165	2923	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584979.784025	CUjAv62xGLjKc9GMU1	147.32.84.165	2927	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584991.451013	CsCS9WqsoWp4Eyeld	147.32.84.165	2944	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584991.451013	CEyhOh2qlGNJnSUlR2	147.32.84.165	2945	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584992.403273	Cjfd8F2ny6inHPKk7b	147.32.84.165	2949	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584992.403273	CgVobo39OZKj2kz8m8	147.32.84.165	2950	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584992.403273	CqDm7t4JTAroN9mF0c	147.32.84.165	2952	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584992.403273	CIA5EI3Pe7QgjjZJef	147.32.84.165	2953	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584994.580890	CuTNo3QtWoUdeLvG7	147.32.84.165	2960	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584994.905662	Cu7Xo23Teq4eSuxPvc	147.32.84.165	2961	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584996.568685	CgNq3I3IaJxjQj3R0e	147.32.84.165	1539	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585007.623526	CKP0IGOpAAXgOhojl	147.32.84.165	2980	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585007.623526	Cz3beA3CaNKhcCnXD1	147.32.84.165	2981	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585007.623526	CgC2zY2mZVD3GmM0s6	147.32.84.165	2983	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585007.623526	C2W9WtA0QJ1BekzGe	147.32.84.165	2984	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585008.124240	CohDew1A14QIJrXcx	147.32.84.165	2988	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585008.124240	Cte2W1AWFCzxh1EUf	147.32.84.165	2989	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585008.996322	CUm6063GUc4BYsfgZa	147.32.84.165	2991	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585009.189739	CurapRa1asXDVCap8	147.32.84.165	2992	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585009.527521	CQH7SJ1dwnXGnl8MAj	147.32.84.193	137	147.32.84.171	137	dns_unmatched_reply	-	F	bro
1313585010.606661	CkMmug1UMDYgzwvLvh	147.32.84.191	1049	94.63.149.152	80	bad_TCP_checksum	-	F	bro
1313585012.770113	CPxrNn2dQzimHXVx65	147.32.84.165	3005	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585013.031465	CfBuTaQecjetTpnQ3	147.32.84.165	3006	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585019.527796	CGvaZ51CyChN4UvF67	147.32.84.193	137	147.32.84.255	137	dns_unmatched_msg	-	F	bro
1313585019.527796	CQH7SJ1dwnXGnl8MAj	147.32.84.193	137	147.32.84.171	137	dns_unmatched_msg	-	F	bro
1313585024.848818	C5j4Am3OPGhg6xolda	147.32.84.165	3033	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585024.848818	CCwZVu2DD2EkIMgl7i	147.32.84.165	3034	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585026.651276	CqUwkb17eya66jWsRe	147.32.84.165	1538	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585030.116513	CA1LNl6xhkUAq6M83	147.32.84.165	1535	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585036.520757	CtKNZv4aW8kBxGzd2a	147.32.84.165	3051	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585036.866119	CwvTvk1n5FRiyQYdF	147.32.84.165	3052	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585037.357346	CeMv2g3qRWswhA53A1	147.32.84.165	3056	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585037.357346	CjEPeJ1n90uC5c0pe7	147.32.84.165	3057	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585037.357346	CzrSKd3ZgtpOlBLiq4	147.32.84.165	3059	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585037.483742	CSptxz16868j9znGUh	147.32.84.165	3060	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585041.072033	CZuM654gEjf7AqSLv2	147.32.84.165	3065	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585041.072033	C7t4Id3vwr5kOndRW	147.32.84.165	3066	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585041.072033	CT2Fno41XQwXIPuWRa	147.32.84.165	3067	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585041.072033	CP8myH1rtaTmOuvYk6	147.32.84.165	3071	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585054.922828	C8Ckqs12DCvR2AhLP	147.32.84.165	3087	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313585054.922828	CyOkwf3ohzbWy7YN2g	147.32.84.165	3088	147.32.80.9	53	dns_unmatched_msg	-	F	bro
